Shipment_ID,Date,Origin_Port,Destination_Port,Transport_Mode,Product_Category,Distance_km,Weight_MT,Fuel_Price_Index,Geopolitical_Risk_Score,Weather_Condition,Carrier_Reliability_Score,Lead_Time_Days,Disruption_Occurred
2430,361,2,5,3,1,13050.87,425.31,2.99,6.0,3,0.988,27.86,0.0
2431,134,5,1,3,1,14720.72,107.21,3.73,4.8,1,0.976,37.47,1.0
2432,700,7,0,1,4,6409.97,334.71,3.97,9.3,2,0.663,52.23,1.0
2433,467,5,5,0,0,12499.02,271.9,3.86,2.4,2,0.711,5.99,1.0
2434,197,3,1,0,0,11585.65,416.61,1.25,2.7,3,0.555,0.56,0.0
2435,279,2,8,2,1,8816.17,63.42,1.82,9.2,0,0.624,7.39,0.0
2436,12,1,6,0,2,14362.68,65.76,3.36,0.8,0,0.941,0.58,0.0
2437,536,0,4,2,0,3406.88,278.85,2.44,6.1,4,0.68,8.65,1.0
2438,70,2,6,1,3,2084.33,473.24,4.44,6.8,2,0.81,15.53,1.0
2439,542,5,3,2,3,12882.45,208.08,3.4,5.1,3,0.833,11.04,1.0
2440,268,6,3,2,1,6867.67,164.14,4.36,6.9,1,0.891,7.78,1.0
2441,507,4,7,2,2,12781.05,303.74,1.86,1.7,2,0.591,65.99,1.0
2442,487,5,5,0,0,13449.81,465.29,4.05,8.5,3,0.652,1.32,1.0
2443,293,4,5,3,0,1405.64,418.63,2.26,1.4,1,0.724,3.38,1.0
2444,505,4,5,1,0,13310.24,497.75,4.47,4.0,3,0.682,13.38,0.0
2445,598,6,0,3,1,7000.63,12.26,1.72,0.8,0,0.991,9.67,0.0
2446,710,0,7,0,3,7901.27,57.32,2.9,5.5,4,0.917,1.36,1.0
2447,567,1,4,0,2,9585.59,305.12,3.82,6.7,2,0.74,5.7,1.0
2448,177,6,6,2,3,13932.55,410.47,2.63,9.4,3,0.94,14.06,1.0
2449,473,6,2,3,2,777.18,143.34,2.74,7.4,3,0.674,1.54,1.0
2450,226,5,8,3,2,7414.23,120.37,4.45,5.4,2,0.893,104.97,1.0
2451,615,7,1,3,2,10471.97,393.7,2.6,9.3,0,0.612,21.76,1.0
2452,298,1,6,1,4,10979.25,29.13,3.19,4.8,3,0.886,11.24,0.0
2453,659,2,5,2,0,10541.72,185.32,1.38,5.6,1,0.728,11.85,0.0
2454,82,3,7,2,2,2449.31,253.4,3.98,6.0,0,0.554,1.23,0.0
2455,457,2,1,2,2,4841.24,280.61,3.34,4.1,1,0.637,5.47,0.0
2456,603,5,0,3,1,5701.38,364.58,2.53,8.4,4,0.701,34.37,1.0
2457,623,1,4,1,2,12164.34,178.07,1.25,1.9,2,0.875,75.12,1.0
2458,378,2,1,1,3,4542.02,306.73,3.15,5.5,3,0.536,5.03,1.0
2459,70,5,0,3,0,3555.22,293.1,1.24,7.2,4,0.83,20.14,1.0
2460,262,3,1,3,4,14383.0,274.26,1.2,9.0,0,0.858,28.55,1.0
2461,554,7,4,3,0,628.52,320.6,3.23,8.8,0,0.827,0.5,0.0
2462,630,6,5,3,3,14968.4,130.47,1.82,5.1,4,0.88,78.32,1.0
2463,99,4,0,2,4,10313.91,43.24,1.83,6.4,0,0.589,9.29,0.0
2464,643,5,5,2,1,12512.8,60.52,3.36,3.9,1,0.794,14.01,1.0
2465,112,5,2,2,0,4771.98,113.07,1.38,4.7,3,0.971,4.76,0.0
2466,443,4,6,3,2,707.57,250.6,2.23,9.1,2,0.805,11.55,1.0
2467,448,3,0,1,1,11199.11,420.38,1.69,9.3,0,0.806,11.58,0.0
2468,409,5,2,3,2,12595.1,350.95,3.11,9.0,0,0.868,24.11,1.0
2469,355,5,0,1,0,2571.33,176.14,3.58,8.5,1,0.85,3.53,1.0
2470,708,6,0,0,1,11424.7,202.92,2.04,9.5,3,0.958,0.7,1.0
2471,579,0,7,3,4,11649.38,197.45,1.49,3.6,3,0.505,22.76,0.0
2472,280,6,2,1,4,10048.84,96.74,1.46,5.2,2,0.935,70.13,1.0
2473,365,6,1,3,2,11608.68,31.55,2.61,7.8,3,0.609,26.53,1.0
2474,34,7,5,1,1,12765.86,295.87,4.32,5.6,4,0.728,34.08,1.0
2475,656,1,4,0,1,9397.26,494.62,1.92,9.9,1,0.926,0.82,1.0
2476,62,0,6,3,2,1784.77,84.25,2.05,4.6,0,0.912,3.09,1.0
2477,314,7,4,1,4,7570.6,24.3,1.53,7.1,2,0.946,56.33,1.0
2478,55,4,2,0,4,1625.92,389.99,3.2,7.9,3,0.97,0.5,0.0
2479,45,6,2,3,4,6409.37,127.04,3.44,4.9,0,0.724,10.55,0.0
2480,472,7,2,1,3,6403.04,414.99,3.32,8.6,0,0.828,6.03,0.0
2481,298,7,5,3,3,1457.14,352.26,4.04,5.5,2,0.695,20.68,1.0
2482,486,1,0,1,0,5557.9,472.89,2.81,4.1,0,0.675,3.85,1.0
2483,472,6,5,2,3,2109.47,205.05,1.64,1.1,1,0.716,1.57,0.0
2484,584,3,4,2,1,12219.41,331.32,2.16,3.9,2,0.872,69.92,1.0
2485,74,7,6,2,3,14241.48,232.96,3.39,7.3,1,0.751,16.68,1.0
2486,605,6,1,0,0,1548.59,315.66,3.22,9.2,0,0.907,1.01,0.0
2487,107,3,4,3,4,14349.17,225.35,2.95,2.5,1,0.873,34.26,0.0
2488,658,7,5,0,3,8077.36,95.13,3.45,3.6,4,0.51,1.24,1.0
2489,59,6,4,2,2,4843.7,254.44,3.3,1.5,1,0.815,4.26,0.0
2490,44,6,3,2,0,1614.5,264.76,4.11,6.9,2,0.718,10.44,1.0
2491,671,4,7,2,0,12020.48,368.02,3.77,6.4,2,0.909,74.58,1.0
2492,443,5,2,2,1,10752.75,332.23,2.02,6.2,4,0.774,24.9,1.0
2493,640,2,0,1,2,1228.28,57.58,3.44,5.5,2,0.943,8.65,1.0
2494,381,7,6,3,3,1557.08,360.59,4.18,0.9,1,0.856,3.43,0.0
2495,515,6,0,2,3,6341.66,250.65,2.47,7.3,4,0.776,15.15,1.0
2496,102,5,5,2,0,4781.71,447.16,3.77,6.0,2,0.877,30.26,1.0
2497,234,3,5,3,0,3869.57,460.02,3.59,6.6,2,0.519,56.47,1.0
2498,47,2,3,0,2,4574.57,28.52,1.4,9.0,1,0.514,0.5,0.0
2499,127,2,0,0,0,12150.5,410.5,3.12,7.8,2,0.542,7.29,1.0
2500,44,5,1,2,3,13973.81,19.81,1.63,7.8,2,0.719,91.94,1.0
2501,165,4,8,1,4,6373.99,184.22,4.39,9.3,0,0.618,5.88,0.0
2502,104,6,3,3,2,13638.61,271.61,3.88,9.9,4,0.992,85.02,0.0
2503,537,6,0,2,4,5161.69,74.9,1.56,5.8,3,0.771,4.23,1.0
2504,439,7,6,2,0,7408.34,373.41,1.6,1.1,3,0.831,5.51,1.0
2505,346,4,6,1,2,3777.42,5.17,3.16,4.6,0,0.639,2.88,0.0
2506,604,4,0,0,4,9786.9,85.13,2.34,7.9,1,0.661,0.63,1.0
2507,333,3,7,0,1,14695.23,290.82,1.32,0.3,0,0.668,0.5,0.0
2508,291,5,1,0,3,9250.65,357.48,2.99,0.6,0,0.849,0.57,0.0
2509,665,7,7,1,0,5688.3,458.4,2.48,0.7,4,0.737,11.62,1.0
2510,56,6,2,2,0,9893.35,353.04,1.53,7.3,2,0.759,64.25,1.0
2511,660,4,7,0,4,2282.35,336.22,3.85,5.0,1,0.796,0.5,1.0
2512,462,1,0,0,0,13385.56,197.78,4.22,3.7,4,0.884,2.37,1.0
2513,57,2,8,1,3,7794.72,1.64,3.7,1.1,1,0.545,8.47,0.0
2514,225,5,5,3,2,7015.57,60.96,3.91,7.3,4,0.888,40.03,1.0
2515,196,1,2,2,3,8995.04,267.74,1.91,3.2,2,0.782,49.34,1.0
2516,715,6,6,3,2,9559.37,337.89,2.07,2.7,0,0.835,15.66,0.0
2517,685,5,0,3,4,1540.75,209.31,1.89,6.5,2,0.664,21.78,1.0
2518,347,2,1,1,4,10397.95,365.61,3.72,5.6,2,0.705,73.8,1.0
2519,361,0,8,0,1,4008.01,261.41,4.33,3.6,2,0.616,2.39,1.0
2520,136,0,1,2,0,10852.31,38.01,3.57,6.4,0,0.99,8.77,1.0
2521,435,4,0,0,2,12426.75,96.82,4.11,2.7,0,0.749,0.5,0.0
2522,628,4,0,3,3,12157.4,420.16,3.31,7.9,1,0.998,34.99,1.0
2523,315,0,8,0,3,8511.26,362.73,2.48,2.3,0,0.745,0.5,0.0
2524,403,6,3,2,4,8042.46,447.49,2.61,1.6,1,0.61,8.05,1.0
2525,323,2,0,3,2,2571.7,59.66,1.45,7.8,3,0.754,5.59,0.0
2526,138,6,3,2,0,11742.52,495.12,1.3,7.1,4,0.52,28.52,1.0
2527,186,1,7,0,1,4435.44,105.49,3.5,1.8,1,0.952,0.51,0.0
2528,508,6,1,3,1,7702.08,6.88,2.65,1.2,3,0.909,14.77,0.0
2529,117,5,2,3,1,4621.97,498.71,3.02,8.4,0,0.863,9.27,1.0
2530,568,1,5,2,4,2440.51,141.26,3.04,7.8,1,0.805,2.62,0.0
2531,186,2,5,3,0,9628.59,334.34,2.12,3.3,3,0.79,17.94,0.0
2532,448,3,2,0,3,1287.81,89.16,2.77,6.6,0,0.998,0.5,0.0
2533,225,7,7,3,4,11355.36,290.53,2.75,1.2,3,0.639,20.04,0.0
2534,27,6,6,1,0,5105.01,452.11,2.48,5.1,2,0.89,34.45,1.0
2535,647,2,0,3,0,501.95,160.77,3.91,0.2,1,0.791,0.7,0.0
2536,245,1,0,3,2,7911.37,335.46,2.69,3.9,4,0.988,39.57,1.0
2537,501,6,5,0,0,1179.35,94.76,3.19,0.7,4,0.914,0.5,1.0
2538,420,0,6,1,3,4504.46,312.77,4.16,4.8,1,0.999,6.29,0.0
2539,589,3,8,2,1,10751.16,168.89,4.06,4.2,3,0.794,8.52,0.0
2540,600,1,2,0,2,1409.0,106.39,4.14,4.4,1,0.602,0.5,1.0
2541,417,3,5,3,0,12670.41,157.28,2.09,0.5,0,0.752,18.45,0.0
2542,289,1,4,3,3,555.39,90.24,1.32,3.6,1,0.856,1.84,0.0
2543,44,4,1,2,0,4078.95,451.06,2.06,7.6,2,0.887,25.99,1.0
2544,78,0,5,3,4,11243.11,199.2,2.12,3.7,4,0.5,55.64,0.0
2545,41,3,8,1,4,5085.92,123.39,4.2,7.2,2,0.753,38.02,1.0
2546,412,0,1,3,1,1977.44,224.76,3.34,3.7,1,0.618,4.18,1.0
2547,152,4,3,3,1,5723.39,160.95,1.47,4.2,3,0.937,11.35,0.0
2548,183,6,8,2,4,4420.7,372.47,1.65,5.6,1,0.576,4.61,0.0
2549,418,1,7,1,3,12719.32,485.64,1.71,9.5,2,0.833,104.71,1.0
2550,671,2,1,1,2,5043.54,219.58,3.28,1.1,2,0.633,29.8,1.0
2551,322,5,1,0,4,11939.52,430.66,3.63,0.3,0,0.678,0.5,0.0
2552,639,7,2,0,1,13432.15,283.37,4.04,6.1,0,0.97,0.55,0.0
2553,150,1,8,3,0,6790.35,79.46,4.3,9.5,2,0.62,111.06,1.0
2554,264,6,2,2,2,13694.18,345.62,1.87,9.9,3,0.548,14.59,1.0
2555,539,0,3,1,1,5971.11,257.2,2.22,4.8,2,0.535,41.71,1.0
2556,265,1,0,0,0,14479.14,325.65,1.99,4.7,2,0.752,7.79,1.0
2557,149,6,2,2,2,1794.7,444.95,2.38,6.4,2,0.821,11.33,1.0
2558,490,6,3,1,2,10461.78,220.78,4.22,5.6,2,0.664,74.14,1.0
2559,592,5,8,2,1,7660.3,450.69,3.1,6.3,0,0.845,5.12,1.0
2560,304,0,3,3,0,6120.91,375.58,3.64,8.7,1,0.531,18.97,0.0
2561,46,0,6,0,3,9674.32,244.81,2.82,7.5,2,0.929,5.31,1.0
2562,150,6,3,3,2,10705.93,302.01,1.3,5.0,3,0.908,23.05,1.0
2563,1,5,2,3,4,563.27,163.46,1.41,4.6,0,0.993,1.06,1.0
2564,62,6,0,1,4,2920.82,491.82,2.98,6.4,0,0.968,3.69,1.0
2565,695,2,8,3,0,10839.17,334.01,3.57,4.6,3,0.678,22.48,1.0
2566,730,4,1,2,0,10162.59,22.88,1.91,4.6,0,0.7,6.72,0.0
2567,193,2,5,2,3,14507.69,163.98,3.58,0.2,1,0.873,12.75,0.0
2568,122,4,3,1,2,11535.05,312.03,3.88,1.7,0,0.567,8.62,0.0
2569,40,0,8,2,1,14286.2,29.11,2.56,4.9,1,0.657,15.43,1.0
2570,549,6,5,3,2,10686.84,12.92,3.66,8.2,1,0.559,31.23,1.0
2571,406,4,2,0,2,4821.76,225.56,2.53,2.8,4,0.727,0.5,1.0
2572,640,0,8,0,1,2027.79,167.01,3.44,5.2,3,0.776,0.5,0.0
2573,621,1,0,2,4,11836.45,219.71,3.72,3.4,3,0.606,10.03,0.0
2574,590,3,4,3,2,9840.16,132.08,4.47,1.0,0,0.513,13.88,1.0
2575,221,3,6,1,0,1198.7,83.19,2.34,9.6,1,0.86,2.82,0.0
2576,602,0,7,2,2,5720.73,344.88,2.56,8.5,3,0.51,5.86,1.0
2577,564,2,7,3,0,14373.6,257.77,1.75,0.8,3,0.987,24.49,1.0
2578,58,1,6,3,2,7755.82,100.88,1.87,7.2,1,0.611,21.16,0.0
2579,281,0,6,0,2,6774.57,160.48,3.49,3.5,0,0.832,0.5,1.0
2580,200,1,5,2,3,7136.64,296.31,4.23,9.9,3,0.717,7.5,1.0
2581,117,3,0,1,2,3528.8,37.04,2.5,3.0,0,0.53,3.21,1.0
2582,250,5,3,0,3,5846.25,74.58,1.79,2.4,1,0.736,0.5,0.0
2583,553,1,2,2,2,5862.29,37.55,2.14,5.7,2,0.758,35.25,1.0
2584,414,6,1,0,4,1259.15,406.35,2.7,8.4,2,0.927,1.58,1.0
2585,348,6,4,2,1,11629.73,376.45,2.16,1.9,4,0.866,22.98,1.0
2586,304,3,1,2,0,6539.31,376.9,1.97,7.1,4,0.54,15.69,1.0
2587,6,1,8,2,0,12421.61,358.45,3.63,0.6,2,0.605,61.05,1.0
2588,94,1,7,3,1,12830.05,335.02,1.23,9.2,0,0.656,26.24,1.0
2589,52,4,2,1,4,3573.91,239.02,2.98,0.8,0,0.558,1.87,1.0
2590,695,5,2,3,0,10031.63,321.5,3.82,9.1,4,0.728,60.98,1.0
2591,441,7,5,1,4,7348.09,20.14,2.08,4.9,2,0.992,50.62,1.0
2592,281,6,6,0,4,13262.27,311.11,3.19,4.5,0,0.757,1.1,0.0
2593,264,7,7,3,4,3628.24,389.16,3.41,9.7,3,0.871,8.62,1.0
2594,709,6,0,1,1,10328.29,250.68,3.36,9.9,1,0.841,15.78,0.0
2595,404,1,7,3,1,9312.41,179.4,2.67,6.5,3,0.925,21.4,0.0
2596,499,7,2,2,3,4781.87,139.44,2.34,1.3,2,0.608,24.83,1.0
2597,521,5,3,3,2,2480.71,321.76,3.96,5.1,4,0.877,11.3,1.0
2598,611,0,5,1,2,9948.78,346.71,3.7,5.3,4,0.941,26.79,1.0
2599,92,2,0,2,3,11209.66,435.61,2.26,5.1,4,0.586,25.13,1.0
2600,173,5,8,3,4,5076.6,171.82,1.54,5.7,2,0.673,72.11,1.0
2601,494,3,6,2,1,9850.07,385.12,1.44,0.2,4,0.985,17.25,0.0
2602,435,6,3,0,1,6229.4,281.12,1.51,7.1,2,0.89,3.04,1.0
2603,210,6,5,0,4,10841.5,441.54,3.12,7.1,3,0.641,0.58,1.0
2604,303,1,0,2,0,3388.62,264.38,1.37,1.2,4,0.782,5.84,0.0
2605,228,1,7,1,0,13408.12,259.3,2.31,5.7,1,0.702,17.27,0.0
2606,600,4,5,0,1,4667.44,289.36,3.69,5.7,3,0.745,0.5,0.0
2607,81,3,5,1,2,5832.9,374.91,2.17,6.8,2,0.678,43.62,1.0
2608,338,1,3,2,4,1342.33,482.38,3.72,0.9,2,0.64,6.69,1.0
2609,28,1,4,1,2,2116.93,37.71,3.66,6.3,2,0.837,15.72,1.0
2610,352,3,8,3,1,7980.0,27.66,2.01,2.8,0,0.889,12.61,0.0
2611,385,2,5,2,0,4380.09,468.84,3.61,5.1,3,0.937,3.27,0.0
2612,326,7,1,2,3,12614.46,265.41,3.67,7.7,1,0.578,15.87,1.0
2613,559,7,4,0,0,713.05,307.84,2.51,7.1,4,0.911,0.5,1.0
2614,359,0,5,1,2,5996.86,241.73,1.89,1.2,3,0.627,5.62,1.0
2615,114,6,3,3,2,5391.51,47.74,2.92,5.9,2,0.714,77.03,1.0
2616,87,0,6,2,1,780.25,384.28,4.24,9.7,3,0.951,0.5,1.0
2617,680,1,3,1,0,2303.34,373.87,3.31,1.6,3,0.727,1.89,0.0
2618,700,2,8,2,1,6497.82,156.54,1.77,8.5,4,0.599,16.89,1.0
2619,3,0,5,2,3,7646.54,153.81,3.45,7.0,4,0.58,18.54,1.0
2620,352,1,6,0,3,6362.2,419.08,2.61,7.7,0,0.736,0.5,0.0
2621,421,1,3,1,2,8198.6,37.11,3.15,2.8,1,0.881,10.69,0.0
2622,388,7,3,2,0,9129.41,440.67,3.62,2.9,4,0.999,17.73,0.0
2623,459,7,5,3,2,643.9,129.07,2.9,9.1,0,0.894,0.78,1.0
2624,326,5,0,1,4,7229.38,296.9,3.89,3.6,2,0.939,46.85,1.0
2625,177,3,4,2,4,14470.74,468.06,3.58,0.6,3,0.874,9.78,1.0
2626,433,5,8,1,3,8025.97,339.38,3.23,6.0,4,0.948,21.38,1.0
2627,213,1,0,0,3,10324.36,207.8,1.7,1.2,2,0.538,4.91,1.0
2628,561,0,6,3,1,5022.03,345.08,3.96,8.0,0,0.965,9.46,0.0
2629,63,5,3,2,2,11722.87,172.65,4.29,6.4,4,0.698,27.48,1.0
2630,247,3,5,3,2,11707.36,139.35,1.65,8.7,1,0.961,34.2,1.0
2631,499,0,1,0,2,8058.79,498.34,2.81,7.8,1,0.538,0.5,1.0
2632,480,1,2,1,3,14652.2,375.64,2.05,1.1,3,0.858,12.66,0.0
2633,599,6,5,3,1,2320.48,322.72,3.69,3.8,0,0.868,4.16,0.0
2634,471,1,4,2,2,745.74,178.29,3.58,7.7,3,0.998,0.5,0.0
2635,67,1,4,0,2,11667.29,25.53,1.66,4.2,3,0.884,0.65,1.0
2636,486,1,8,0,1,12203.76,16.5,4.09,9.7,1,0.691,1.96,1.0
2637,206,5,2,1,4,2243.0,277.54,1.8,7.4,0,0.779,1.91,0.0
2638,404,7,4,0,3,4350.95,381.25,3.83,0.2,0,0.683,0.5,0.0
2639,52,0,7,2,3,754.51,269.15,2.71,8.8,2,0.598,5.81,1.0
2640,368,3,5,1,3,4752.97,420.55,2.28,1.0,1,0.624,5.57,1.0
2641,714,1,5,0,2,11710.56,17.68,1.72,1.4,3,0.611,1.22,1.0
2642,308,2,5,0,2,5547.39,119.3,3.38,8.6,2,0.953,4.07,1.0
2643,220,3,0,1,4,5890.22,224.19,3.02,5.4,4,0.956,15.18,1.0
2644,603,2,1,2,0,519.63,37.12,1.6,2.9,4,0.527,0.81,1.0
2645,269,7,5,0,1,4847.11,477.11,1.57,3.5,4,0.54,0.54,1.0
2646,549,7,2,3,4,9873.65,112.4,1.44,3.4,0,0.623,16.54,0.0
2647,704,7,2,2,1,14625.82,461.23,3.65,3.3,3,0.628,12.06,1.0
2648,374,5,2,0,4,12782.38,213.52,3.55,2.4,2,0.547,6.21,1.0
2649,517,2,5,1,2,842.13,492.78,1.39,6.1,4,0.694,2.33,1.0
2650,468,2,1,2,4,13529.13,277.48,3.05,9.0,4,0.794,34.99,1.0
2651,646,7,6,2,4,11856.38,465.49,1.48,3.1,3,0.789,9.3,0.0
2652,567,2,1,0,2,11815.45,3.67,4.18,1.9,0,0.772,1.58,0.0
2653,664,0,1,2,0,7140.94,374.37,4.19,8.4,4,0.669,17.37,1.0
2654,430,6,4,3,3,6271.08,451.62,3.5,7.4,1,0.853,18.12,1.0
2655,307,0,6,2,4,4892.28,70.72,4.26,9.3,3,0.913,5.31,1.0
2656,337,2,0,3,0,1452.58,48.97,3.88,1.7,0,0.673,2.76,0.0
2657,447,2,3,3,4,3809.41,212.86,3.93,1.4,2,0.543,46.07,1.0
2658,712,0,5,3,1,4075.75,466.91,3.08,5.4,3,0.648,8.56,1.0
2659,168,2,8,1,2,7519.12,271.65,2.21,6.1,0,0.569,7.09,1.0
2660,623,7,7,3,2,11337.94,264.2,1.92,4.8,1,0.734,30.17,1.0
2661,559,4,1,0,3,7370.24,71.42,2.28,6.0,2,0.578,3.96,1.0
2662,625,4,2,3,4,1338.74,1.39,3.27,1.8,1,0.731,2.51,1.0
2663,471,4,7,0,2,14387.95,405.26,1.77,4.8,2,0.611,7.24,1.0
2664,392,3,4,1,3,14169.5,44.7,2.05,6.6,4,0.869,38.58,1.0
2665,164,6,2,0,0,11885.25,317.29,2.74,4.3,2,0.514,6.21,1.0
2666,663,6,3,0,3,14874.25,457.39,1.97,6.8,0,0.777,1.57,1.0
2667,199,3,5,2,4,8394.99,105.12,3.14,4.5,2,0.585,48.93,1.0
2668,177,6,2,3,4,14460.14,332.97,4.25,3.3,1,0.5,34.34,1.0
2669,644,2,1,0,4,1596.27,40.27,3.67,3.0,4,0.935,0.8,0.0
2670,609,5,1,0,2,5802.37,302.27,3.4,4.1,4,0.836,0.5,0.0
2671,292,7,5,2,2,3768.03,82.8,3.12,0.2,2,0.549,17.38,1.0
2672,700,2,6,2,1,3339.58,368.24,2.81,6.7,2,0.832,21.13,1.0
2673,661,7,6,3,0,2541.64,151.31,1.82,8.5,1,0.806,7.66,0.0
2674,255,1,2,1,0,9525.0,232.23,4.15,3.5,3,0.737,9.56,1.0
2675,252,0,5,0,1,11829.17,300.12,2.02,0.5,4,0.71,1.86,1.0
2676,92,0,5,0,0,8885.33,86.47,1.5,9.9,0,0.944,1.57,1.0
2677,616,3,8,3,4,2630.96,371.08,3.68,2.6,2,0.623,33.12,1.0
2678,537,7,3,1,3,12261.29,152.02,1.78,1.3,2,0.699,72.95,1.0
2679,204,1,5,1,3,9721.34,331.52,2.43,3.7,2,0.665,64.39,1.0
2680,447,7,4,3,1,6128.4,79.98,1.29,7.4,3,0.886,13.34,1.0
2681,295,2,0,2,2,10274.89,344.37,1.65,2.9,0,0.958,6.93,0.0
2682,682,0,6,1,1,4268.62,64.97,1.77,5.7,1,0.925,6.79,0.0
2683,584,0,5,3,0,5505.29,213.25,1.38,4.2,1,0.899,13.6,0.0
2684,205,2,7,0,4,13803.54,124.36,3.37,1.2,3,0.993,0.58,0.0
2685,635,6,5,1,2,4712.32,374.44,3.96,3.3,4,0.849,11.52,0.0
2686,548,1,0,1,1,7314.83,131.76,2.43,7.2,0,0.876,6.69,0.0
2687,141,6,4,1,4,13407.05,440.98,4.09,6.1,1,0.991,17.84,1.0
2688,577,4,5,2,2,10761.96,446.02,1.9,1.2,1,0.503,9.94,1.0
2689,219,2,7,0,2,1401.95,99.02,2.27,1.6,2,0.817,1.35,1.0
2690,638,1,3,1,1,2635.89,307.31,1.7,6.4,0,0.869,2.35,0.0
2691,517,2,6,3,2,613.7,44.77,3.25,8.1,0,0.959,0.53,0.0
2692,551,5,5,3,2,9648.37,196.38,2.59,3.5,3,0.942,18.13,0.0
2693,663,3,0,2,3,6991.26,356.95,3.22,6.0,3,0.921,7.58,0.0
2694,144,2,0,1,3,2446.99,330.05,3.71,1.7,2,0.973,14.64,1.0
2695,657,0,2,3,1,14390.04,312.73,3.0,3.1,1,0.769,34.86,0.0
2696,557,4,5,0,1,8180.07,141.99,3.27,0.2,3,0.503,0.5,0.0
2697,438,1,0,1,2,4007.45,189.63,4.29,7.7,1,0.506,5.94,1.0
2698,64,6,3,1,3,7758.75,52.37,2.19,4.0,1,0.772,10.43,0.0
2699,15,4,2,3,4,10354.49,359.79,2.39,8.2,0,0.718,19.92,0.0
2700,516,3,2,2,1,1605.47,252.44,3.57,7.1,1,0.726,2.17,1.0
2701,344,3,7,2,2,4483.21,354.67,3.22,8.3,3,0.7,3.83,1.0
2702,25,7,2,3,3,12201.0,125.22,1.79,2.9,0,0.959,20.38,1.0
2703,307,3,0,2,4,7165.14,162.89,2.44,1.9,1,0.68,7.12,0.0
2704,676,0,4,2,4,8425.37,167.77,2.74,9.7,3,0.928,8.74,1.0
2705,158,4,0,3,3,6775.83,13.85,2.58,7.2,4,0.951,38.21,1.0
2706,130,6,1,0,4,1136.55,171.18,1.79,8.3,0,0.75,0.5,1.0
2707,547,6,1,1,4,2903.37,401.85,4.25,0.1,3,0.723,2.21,0.0
2708,101,2,3,3,1,6960.35,448.75,3.72,3.5,4,0.881,32.92,0.0
2709,467,3,1,3,4,3533.19,259.59,2.79,7.4,3,0.854,8.03,1.0
2710,179,6,6,2,4,1224.7,228.3,3.44,0.8,3,0.664,0.84,0.0
2711,668,1,6,2,3,12732.92,16.38,4.16,5.7,3,0.551,11.92,1.0
2712,163,0,5,0,2,14727.29,439.72,1.65,4.3,4,0.632,2.53,1.0
2713,154,4,3,3,1,12000.57,7.49,2.03,0.2,0,0.566,16.43,1.0
2714,568,2,8,1,4,12879.88,472.43,2.99,2.4,2,0.647,79.99,1.0
2715,134,6,2,3,3,4008.67,245.12,3.84,2.8,2,0.631,50.08,1.0
2716,43,3,1,2,2,14429.09,171.63,1.32,1.1,3,0.819,10.95,0.0
2717,503,3,6,1,0,3355.42,462.18,4.45,6.3,0,0.977,2.14,0.0
2718,296,0,7,2,3,14295.73,13.17,2.7,2.4,1,0.843,14.87,1.0
2719,222,2,0,3,3,14924.88,291.13,2.39,2.8,3,0.963,28.67,1.0
2720,406,4,0,0,2,10819.98,274.92,2.17,9.0,3,0.892,0.52,0.0
2721,412,0,5,1,1,14726.58,110.44,1.78,4.7,3,0.864,15.47,1.0
2722,544,0,5,0,2,8758.33,215.01,3.81,3.9,1,0.707,0.87,1.0
2723,375,3,4,2,1,4263.36,326.48,4.35,7.2,4,0.662,9.86,1.0
2724,384,1,8,2,4,6836.44,363.84,2.57,9.1,4,0.923,16.75,1.0
2725,572,5,4,1,2,9106.63,1.36,4.34,0.3,0,0.953,6.56,1.0
2726,379,7,6,2,0,1559.68,468.49,3.92,4.5,0,0.726,0.74,0.0
2727,376,5,7,0,4,9523.98,83.1,2.79,6.1,2,0.505,5.73,1.0
2728,167,1,0,2,0,14727.08,117.56,3.42,3.2,0,0.896,10.17,0.0
2729,451,4,8,2,3,3256.56,132.47,2.64,7.7,4,0.643,7.71,1.0
2730,456,1,2,1,2,11992.63,19.87,3.04,9.7,4,0.505,38.02,1.0
2731,666,3,4,2,4,13664.53,62.4,1.39,9.4,4,0.902,36.2,1.0
2732,220,0,6,1,0,14183.67,493.19,3.5,2.7,3,0.759,11.56,0.0
2733,421,7,1,3,3,14421.97,158.29,1.37,2.3,4,0.843,66.65,1.0
2734,106,4,7,1,1,8061.16,58.54,3.9,9.6,2,0.957,65.53,1.0
2735,213,2,5,1,3,14670.96,54.39,3.92,4.6,4,0.771,37.17,0.0
2736,274,1,8,1,4,11481.0,360.01,1.98,2.1,3,0.752,10.49,0.0
2737,664,5,0,1,4,2844.24,427.43,2.27,7.1,0,0.645,2.85,0.0
2738,513,4,5,3,3,7415.05,129.22,2.79,2.8,3,0.653,14.25,0.0
2739,626,5,5,3,1,10915.8,11.43,3.17,2.7,4,0.898,52.1,1.0
2740,214,3,1,3,3,4086.43,112.32,2.15,8.8,3,0.725,10.12,1.0
2741,312,0,2,0,0,9788.92,29.2,3.16,1.6,4,0.582,1.94,1.0
2742,25,0,4,0,0,10165.71,52.59,2.18,0.6,0,0.547,0.65,0.0
2743,16,2,6,3,4,2859.15,216.32,1.38,2.7,2,0.736,36.69,1.0
2744,62,6,1,2,1,8693.74,115.73,1.21,6.1,4,0.732,20.08,1.0
